Created date,Case Type,Subtype,Reason,Customer reply count,Source,Ticket ID,Agent name,Subject
2020-08-28 9:02:41 AM,General Inquiry,Product Specs,General Specs,0,chat,8909,N. D.,Thank you for contacting Tempo!
2020-08-28 9:03:05 AM,Account / Billing,Membership,Membership Fees,0,chat,8910,D. W.,Conversation with User
2020-08-28 9:05:06 AM,Fitness / Content,Live Classes,Availability,0,chat,8911,D. W.,Conversation with User
2020-08-28 9:07:59 AM,Sales,Promotions / Discounts,Military,0,chat,8912,D. W.,Conversation with User
2020-08-28 9:10:36 AM,General Inquiry,Product Specs,General Specs,0,chat,8913,A. W. ,Thank you for reaching out!
2020-08-28 9:15:37 AM,Account / Billing,Membership,Membership Inquiry,0,chat,8914,N. D.,Thank you for contacting Tempo!
2020-08-28 9:21:03 AM,Fitness / Content,Live Classes,Availability,0,email,8915,L. R.,Live classes
2020-08-28 9:21:12 AM,Technical Issues,Sound,Bluetooth Headphone,0,email,8916,A. S. ,Bluetooth connectivity
2020-08-28 9:24:28 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,8917,N. D.,Thank you for contacting Tempo!
2020-08-28 9:49:26 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,8918,A. W. ,Thank you for reaching out!
2020-08-28 9:52:30 AM,Account / Billing,Transaction Failure,Failed Order,0,chat,8919,J. M.,Email Already Used
2020-08-28 9:57:09 AM,General Inquiry,Location,Climate,0,chat,8920,A. S. ,Temperature of Tempo
2020-08-28 9:59:24 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,8921,A. S. ,Delivery
2020-08-28 10:00:49 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,8923,N. D.,Thank you for contacting Tempo
2020-08-28 10:01:04 AM,Shipping / Delivery,Order Details,Color Confirmation,0,chat,8924,D. M.,Color Change Request
2020-08-28 10:03:21 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,8925,M. V.,Tempo Support -HRM
2020-08-28 10:04:47 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,8926,M. V.,Tempo Support
2020-08-28 10:06:43 AM,Account / Billing,Membership,Membership Inquiry,0,chat,8927,M. V.,Tempo Support
2020-08-28 10:10:52 AM,Fitness / Content,Class Requests,Other Classes,0,chat,8928,N. D.,Thank you for contacting Tempo!
2020-08-28 10:12:02 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,8929,M. V.,Tempo Support
2020-08-28 10:12:59 AM,General Inquiry,Support,Warranty Details,0,chat,8930,M. V.,Tempo Support
2020-08-28 10:13:10 AM,Shipping / Delivery,Delivery Issues,WGS Fail,0,email,8931,M. V.,Re: Get ready to sweat
2020-08-28 10:20:09 AM,Account / Billing,Promotions / Discounts,Military,0,email,8933,A. W. ,TEMPO STUDIO
2020-08-28 10:39:38 AM,Account / Billing,Account,Account Creation,0,chat,8934,N. D.,Thank you for contacting Tempo!
2020-08-28 10:44:30 AM,Sales,Hot Lead,Purchase,0,chat,8935,M. V.,Tempo Support
2020-08-28 10:45:51 AM,Fitness / Content,Live Classes,Availability,5,chat,8936,L. R.,Live Classes Information
2020-08-28 10:49:46 AM,Partnership / Marketing,Opportunities,Distributorship,0,email,8937,A. W. ,Re: Franchising Request
2020-08-28 10:53:46 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,8938,A. W. ,Thanks for reaching out!
2020-08-28 10:58:11 AM,Sales,Promotions / Discounts,Military,0,chat,8939,D. W.,Military/Promo Discounts
2020-08-28 10:59:00 AM,General Inquiry,Product Specs,Network Requirements,0,email,8940,D. W.,Internet access
2020-08-28 11:12:31 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,8941,D. W.,Re: Your receipt from Tempo
2020-08-28 11:55:11 AM,Account / Billing,Promotions / Discounts,Active Promotions,2,email,8943,D. W.,Fwd: Your receipt from Tempo
2020-08-28 11:56:15 AM,Technical Issues,Outreach,Weights / Reps,0,chat,8944,J. M.,Rep Counting Problems
2020-08-28 12:05:35 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,8945,M. V.,Tempo Support
2020-08-28 12:07:55 PM,Technical Issues,Mobile App,Unexpected Error,0,chat,8946,M. V.,Tempo Support
2020-08-28 12:09:44 PM,Sales,Purchasing Info,Membership Requirements,0,chat,8947,M. V.,Tempo Support
2020-08-28 12:10:51 PM,Technical Issues,Network,WiFi Antenna,0,chat,8948,M. V.,Tempo Support
2020-08-28 12:16:37 PM,General Inquiry,Accessories,Benches,0,chat,8949,A. S. ,Conversation with User
2020-08-28 12:29:51 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,8950,A. S. ,Conversation with User
2020-08-28 12:33:50 PM,Partnership / Marketing,Opportunities,Partnerships,0,chat,8951,D. W.,Marketing Reach Out
2020-08-28 12:34:44 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,8952,L. R.,RXBAR + Tempo
2020-08-28 12:36:35 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,8953,A. W. ,Thanks for reaching out!
2020-08-28 12:37:28 PM,Sales,Delivery Info,Delivery Expectations,0,chat,8954,M. V.,Tempo Support
2020-08-28 12:41:26 PM,Technical Issues,Network,Failed to Log In,0,chat,8955,M. V.,Tempo Support
2020-08-28 12:50:41 PM,General Inquiry,Product Specs,General Specs,0,chat,8956,D. W.,Temperature Specs
2020-08-28 12:51:42 PM,Account / Billing,Account,Account Creation,2,email,8957,A. W. ,New Customer Question
2020-08-28 1:14:59 PM,Account / Billing,Account,Profile Creation,1,email,8958,A. W. ,Can't change profile photo
2020-08-28 1:27:07 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,0,email,8959,L. R.,Re: Your receipt from Tempo
2020-08-28 1:49:33 PM,Technical Issues,Sound,Bluetooth Headphone,0,chat,8960,J. M.,Bluetooth
2020-08-28 2:02:54 PM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,8961,D. W.,Order number - 67f110f6
2020-08-28 2:07:33 PM,Fitness / Content,Class Requests,Yoga,0,chat,8962,A. W. ,Thanks for reaching out!
2020-08-28 2:16:00 PM,Technical Issues,Network,WiFi Antenna,1,chat,8963,M. V.,Tempo Support Wifi Issue
2020-08-28 2:40:55 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,8964,A. W. ,Thanks for reaching out!
2020-08-28 3:08:56 PM,Sales,Hot Lead,Purchase,0,chat,8965,M. V.,Tempo Support
2020-08-28 3:20:53 PM,Account / Billing,Affirm,Affirm Inquiry,0,chat,8966,N. D.,Thank you for contacting Tempo!
2020-08-28 3:29:46 PM,Account / Billing,Membership,Membership Inquiry,2,email,8967,B. C.,Re: Your receipt from ‪Tempo‬ #2405-8099
2020-08-28 3:32:40 PM,Technical Issues,Camera,Protective Film,0,chat,8968,M. V.,Tempo Support
2020-08-28 3:34:15 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,8969,D. W.,1edd01bd order number
2020-08-28 3:50:10 PM,General Inquiry,Product Specs,General Specs,0,chat,8970,N. D.,Thank you for contacting Tempo!
2020-08-28 4:00:42 PM,General Inquiry,Install / Setup,Installation Process,0,chat,8971,A. W. ,Thank you for reaching out!
2020-08-28 4:01:41 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,8972,A. S. ,Conversation with User
2020-08-28 4:24:57 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,8973,M. V.,Tempo Support
2020-08-28 4:53:53 PM,Technical Issues,Network,WiFi Antenna,1,chat,8974,J. M.,Buffering and HRM issues
2020-08-28 4:57:16 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,8975,L. R.,Refund
2020-08-28 4:59:43 PM,Technical Issues,Network,JavaScript Error,0,chat,8976,M. V.,Tempo Support
2020-08-28 5:16:11 PM,Shipping / Delivery,Shipping Details,Delivery Overview,4,email,8977,D. W.,Timing
2020-08-28 5:25:28 PM,Technical Issues,Network,Buffering,0,email,8978,B. C.,Freezes about 5 minutes into each class
2020-08-28 8:22:23 PM,Shipping / Delivery,Change Request,Color Change,1,email,8979,D. W.,Color
2020-08-28 9:34:04 PM,Sales,Delivery Info,International Delivery,0,email,8980,D. W.,Re: ?Your Tempo is a click away!
2020-08-29 3:21:57 AM,Technical Issues,Network,Buffering,1,email,8981,B. C.,Technical support
2020-08-29 4:20:51 AM,Account / Billing,Transaction Failure,Failed Order,1,email,8982,D. W.,Help
2020-08-29 5:42:03 AM,Shipping / Delivery,Change Request,Address Change,3,email,8983,A. W. ,Re: Your ‪Tempo‬ receipt [#1867-4719]
2020-08-29 6:41:34 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,8984,D. W.,Tempo Studio
2020-08-29 6:46:12 AM,Shipping / Delivery,Change Request,Color Change,0,email,8985,D. M.,Re: Your receipt from Tempo
2020-08-29 6:57:52 AM,Shipping / Delivery,Delivery Issues,Missed Delivery,1,email,8986,B. C.,Tempo Delivery Feedback
2020-08-29 7:12:49 AM,Account / Billing,Transaction Failure,Failed Order,0,chat,8987,D. W.,Conversation with User
2020-08-29 7:46:09 AM,Shipping / Delivery,Delivery Issues,Property Damage,3,email,8988,D. W.,Damaged
2020-08-29 8:14:34 AM,Account / Billing,Membership,Membership Inquiry,6,email,8989,B. C.,New User
2020-08-29 8:47:48 AM,Fitness / Content,Class Requests,Barre,0,chat,8990,D. W.,Classes Offered
2020-08-29 8:55:43 AM,Sales,Promotions / Discounts,Military,0,chat,8992,D. W.,Military discount
2020-08-29 9:03:48 AM,Technical Issues,Network,Buffering,0,chat,8995,B. C.,Conversation with User
2020-08-29 9:05:46 AM,Sales,Promotions / Discounts,Military,0,chat,8996,D. W.,Military discount
2020-08-29 9:05:53 AM,General Inquiry,Product Specs,General Specs,0,chat,8997,B. C.,Conversation with User
2020-08-29 9:06:18 AM,Sales,Promotions / Discounts,Military,0,chat,8998,D. W.,Military discount
2020-08-29 9:06:58 AM,General Inquiry,Product Specs,General Specs,0,chat,8999,B. C.,Conversation with User
2020-08-29 9:07:06 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9000,D. W.,Membership Question
2020-08-29 9:08:20 AM,Account / Billing,Membership,Membership Fees,0,chat,9001,D. W.,Membership Question
2020-08-29 9:09:34 AM,Sales,Promotions / Discounts,Military,0,chat,9002,D. W.,Military discount/pricing
2020-08-29 9:11:23 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,9003,B. C.,Conversation with User
2020-08-29 9:11:58 AM,Sales,Delivery Info,International Delivery,0,chat,9004,B. C.,International Availability
2020-08-29 9:13:55 AM,General Inquiry,Product Specs,General Specs,0,chat,9005,B. C.,Conversation with User
2020-08-29 9:16:48 AM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,9006,B. C.,Conversation with User
2020-08-29 9:37:27 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9007,D. W.,Order # f1ee0cfe status request
2020-08-29 9:40:23 AM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,9008,D. W.,Shipping times
2020-08-29 9:42:29 AM,General Inquiry,Support,Warranty Details,0,chat,9009,D. W.,Moving Question
2020-08-29 9:51:12 AM,General Inquiry,Accessories,Weights,0,email,9010,N. D.,Re: Your receipt from Tempo
2020-08-29 10:03:52 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9012,D. W.,Time Table on delivery!
2020-08-29 10:03:52 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,email,9011,B. C.,Heart Rate
2020-08-29 10:17:49 AM,Sales,Delivery Info,International Delivery,0,chat,9013,D. W.,International Shipping
2020-08-29 10:36:32 AM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,0,chat,9014,B. C.,Conversation with User
2020-08-29 10:37:08 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9016,D. W.,General Questions
2020-08-29 10:48:58 AM,General Inquiry,Product Specs,General Specs,0,chat,9017,B. C.,Conversation with User
2020-08-29 10:58:07 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9018,D. W.,Membership Questions
2020-08-29 11:08:47 AM,Account / Billing,Membership,Membership Fees,0,email,9019,L. R.,Re: Your receipt from ‪Tempo‬ #2799-5800
2020-08-29 11:08:52 AM,Account / Billing,Order Details,Billing Issues,0,email,9020,D. W.,Confused...
2020-08-29 11:12:37 AM,Sales,Delivery Info,International Delivery,0,chat,9021,D. W.,International Shipping
2020-08-29 11:21:32 AM,Technical Issues,Screen,Failed to power on,0,chat,9022,B. C.,Conversation with User
2020-08-29 11:28:58 AM,General Inquiry,Product Specs,Screen Specs,0,chat,9023,D. W.,Specs Questions
2020-08-29 11:29:18 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9024,D. W.,Delivery Timeline
2020-08-29 11:30:02 AM,Technical Issues,Screen,Streaking,7,email,9025,T. H.,Re: Re: Your receipt from Tempo
2020-08-29 11:34:55 AM,Sales,Delivery Info,International Delivery,0,email,9026,D. W.,Can the Studio Tempo be dlivered to Greece?
2020-08-29 11:35:48 AM,Fitness / Content,Live Classes,Schedules,0,chat,9027,D. W.,Class Inquiry
2020-08-29 11:43:37 AM,Account / Billing,Account,Profile Creation,0,chat,9028,B. C.,Conversation with User
2020-08-29 11:44:28 AM,General Inquiry,Product Specs,Screen Specs,0,chat,9029,D. W.,Screen Feedback
2020-08-29 11:57:07 AM,Account / Billing,Transaction Failure,CC Declined,0,chat,9030,D. W.,Failed Order
2020-08-29 12:02:58 PM,Technical Issues,Network,Buffering,0,chat,9031,B. C.,Conversation with User
2020-08-29 12:03:22 PM,Technical Issues,Physical Damage,Screen,0,chat,9032,B. C.,Conversation with User
2020-08-29 12:13:06 PM,Technical Issues,Network,Buffering,0,chat,9033,B. C.,Conversation with User
2020-08-29 12:16:12 PM,Shipping / Delivery,Delivery Issues,WGS Fail,1,email,9034,N. D.,Order #1aad24e6
2020-08-29 12:19:38 PM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,9035,D. W.,HRM Tsing
2020-08-29 12:42:21 PM,Account / Billing,Membership,Membership Fees,0,chat,9036,D. W.,Pricing Questions
2020-08-29 12:51:23 PM,Shipping / Delivery,Delivery Issues,WGS Fail,0,email,9037,D. W.,Delivery Tempo
2020-08-29 12:54:08 PM,General Inquiry,Accessories,Store Availability,0,chat,9038,D. W.,HRM Question
2020-08-29 1:00:16 PM,Technical Issues,Sound,White noise,0,chat,9039,B. C.,Conversation with User
2020-08-29 1:00:28 PM,Sales,Delivery Info,Delivery Expectations,0,chat,9040,D. W.,Conversation with User
2020-08-29 1:14:12 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9041,D. W.,Tempo Order Status
2020-08-29 1:14:37 PM,Technical Issues,Screen,Failed to power on,0,email,9042,M. V.,Tempo won’t turn on
2020-08-29 1:26:44 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,4,email,9043,L. R.,Order Number a7e1919e
2020-08-29 1:31:14 PM,Account / Billing,Account,Account Creation,2,email,9044,M. V.,Device troubles
2020-08-29 1:34:17 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,9045,L. R.,Re: Cancel my order
2020-08-29 1:38:18 PM,General Inquiry,Product Specs,General Specs,0,chat,9046,B. C.,Conversation with User
2020-08-29 1:48:13 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9047,B. C.,Conversation with User
2020-08-29 1:48:48 PM,Technical Issues,Heart Rate Monitor,Failed to connect,0,email,9048,B. C.,Heart rate monitor no longer working
2020-08-29 2:01:31 PM,Technical Issues,Heart Rate Monitor,Charging,0,chat,9049,B. C.,Conversation with User
2020-08-29 2:07:18 PM,Account / Billing,Account,Profile Creation,0,chat,9050,B. C.,Conversation with User
2020-08-29 2:07:26 PM,Technical Issues,Network,Failed to Log In,0,chat,9051,B. C.,Conversation with User
2020-08-29 2:53:29 PM,Account / Billing,Transaction Failure,CC Declined,4,email,9052,A. W. ,Conversation with User
2020-08-29 3:01:34 PM,Shipping / Delivery,Shipping Details,Delivery Window,2,chat,9053,B. C.,Conversation with User
2020-08-29 3:24:31 PM,General Inquiry,Product Specs,Comparison Chart,0,chat,9054,B. C.,Conversation with User
2020-08-29 3:24:42 PM,Shipping / Delivery,Delivery Issues,WGS Fail,0,chat,9055,B. C.,Conversation with User
2020-08-29 3:35:54 PM,Account / Billing,Affirm,Affirm Inquiry,0,chat,9056,D. W.,Financing
2020-08-29 3:37:58 PM,Fitness / Content,Class Requests,Other Classes,0,chat,9057,D. W.,Class Types
2020-08-29 3:38:28 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,9058,D. W.,Languages supported
2020-08-29 3:44:22 PM,Technical Issues,Screen,Failed to power on,13,email,9059,J. M.,tempo not turning on
2020-08-29 3:55:08 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9060,D. W.,Re: Your receipt from Tempo
2020-08-29 3:58:32 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9061,D. W.,Re: Your receipt from Tempo
2020-08-29 3:58:50 PM,Shipping / Delivery,Change Request,Address Change,2,email,9062,D. W.,Order 06b9998f
2020-08-29 4:16:03 PM,Account / Billing,Account,Profile Creation,6,email,9063,B. C.,ERROR:
2020-08-29 4:25:20 PM,Account / Billing,Contact Update,Contact Info Change,2,email,9064,L. R.,Shipping Address Clarification
2020-08-29 4:25:50 PM,Technical Issues,Network,WiFi Antenna,2,chat,9065,B. C.,Conversation with User
2020-08-29 4:31:57 PM,Sales,Demos,Retail Demo,0,email,9066,M. V.,Shipping Question
2020-08-29 4:49:59 PM,General Inquiry,Product Specs,General Specs,0,chat,9067,D. W.,Dementions
2020-08-29 4:58:31 PM,Sales,Delivery Info,International Delivery,0,chat,9068,D. W.,International Shipping
2020-08-29 5:00:49 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9069,M. V.,Tempo shipment
2020-08-29 5:01:27 PM,Account / Billing,Membership,Membership Inquiry,0,chat,9070,D. W.,Membership
2020-08-29 5:01:47 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9071,D. W.,Delivery Timeline
2020-08-29 5:51:10 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9073,M. V.,Confirming Black Color: 965c7345
2020-08-29 5:55:52 PM,Sales,Promotions / Discounts,First Responder,2,email,9074,M. V.,Question
2020-08-29 6:38:07 PM,Sales,Hot Lead,Purchase,2,email,9075,M. V.,Questions
2020-08-29 6:50:28 PM,Sales,Promotions / Discounts,Active Promotions,1,email,9076,L. R.,Re: Your receipt from Tempo
2020-08-29 7:33:42 PM,Technical Issues,Network,Failed to Start Class,5,chat,9077,M. V.,Conversation with User
2020-08-29 7:41:18 PM,Account / Billing,Account,Password Reset,0,email,9078,,"Color of ordered unit, shipment updates"
2020-08-29 7:52:05 PM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,2,email,9079,L. R.,Fwd: Your ‪Tempo‬ receipt [#1655-2700]
2020-08-29 8:49:39 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,0,email,9080,L. R.,e8484254 cancel order
2020-08-29 9:24:15 PM,Account / Billing,Account,Account Creation,2,chat,9081,B. C.,Conversation with User
2020-08-29 9:31:54 PM,General Inquiry,Support,Warranty Details,4,email,9082,M. V.,My scheduled delivery
2020-08-29 10:26:54 PM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,9083,M. V.,Re: Your receipt from Tempo
2020-08-29 10:32:07 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9084,M. V.,Delivery
2020-08-29 11:29:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,5,email,9085,M. V.,Delivery Time
2020-08-30 1:18:30 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9086,L. R.,cancel order
2020-08-30 7:36:52 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9087,M. V.,Conversation with User
